ip,port,username,password,protocols,ping,detected,organisation,country,isocode,latitude,longitude,asn,connections,uptime,dateAdded,lastTested,lastSuccess,detection,provider
93.86.63.73,8080,,,"[ProtocolDataType(type=http, port=8080, tls=true, autoRead=[false]), ProtocolDataType(type=https, port=8080, tls=true, autoRead=[false])]",,true,,Serbia,RS,43.7224006652832,20.6830997467041,AS8400,"PerformanceConnectData(aws_NA=EndpointServerData(ping=694, connections=ConnectionAttempts(success=923, fail=13476), uptime=6.0%), ora_UK=EndpointServerData(ping=1332, connections=ConnectionAttempts(success=615, fail=13781), uptime=4.0%), ora_JP=EndpointServerData(ping=2604, connections=ConnectionAttempts(success=896, fail=13532), uptime=6.0%), ms_HK=EndpointServerData(ping=8754, connections=ConnectionAttempts(success=922, fail=13476), uptime=6.0%))",,"2022-11-02 00:05:56.0","2022-11-02 00:07:38.0",,,
93.91.118.141,3629,,,"[ProtocolDataType(type=socks4, port=3629, tls=true, autoRead=[false])]",,true,,Russia,RU,56.8651008605957,35.893798828125,AS47562,"PerformanceConnectData(aws_NA=EndpointServerData(ping=374, connections=ConnectionAttempts(success=135, fail=7143), uptime=1.0%), ora_UK=EndpointServerData(ping=2888, connections=ConnectionAttempts(success=109, fail=7152), uptime=1.0%), ora_JP=EndpointServerData(ping=525, connections=ConnectionAttempts(success=198, fail=7064), uptime=2.0%), ms_HK=EndpointServerData(ping=546, connections=ConnectionAttempts(success=92, fail=7161), uptime=1.0%))",,"2022-11-02 00:03:02.0","2022-11-02 00:07:23.0",,,
93.91.201.70,5678,,,"[ProtocolDataType(type=socks4, port=5678, tls=true, autoRead=[false])]",,true,"Kurdistan University in Erbil",Iraq,IQ,36.18280029296875,44.010501861572266,AS21277,"PerformanceConnectData(aws_NA=EndpointServerData(ping=486, connections=ConnectionAttempts(success=1444, fail=5834), uptime=19.0%), ora_UK=EndpointServerData(ping=337, connections=ConnectionAttempts(success=875, fail=6397), uptime=12.0%), ora_JP=EndpointServerData(ping=818, connections=ConnectionAttempts(success=1550, fail=5738), uptime=21.0%), ms_HK=EndpointServerData(ping=694, connections=ConnectionAttempts(success=815, fail=6471), uptime=11.0%))",,"2022-11-02 00:05:05.0","2022-11-02 00:08:07.0",,,
93.100.118.135,8080,,,"[ProtocolDataType(type=http, port=8080, tls=true, autoRead=[false]), ProtocolDataType(type=https, port=8080, tls=true, autoRead=[false])]",,true,"SkyNet Networks",Russia,RU,59.89830017089844,30.26180076599121,AS35807,"PerformanceConnectData(aws_NA=EndpointServerData(ping=4099, connections=ConnectionAttempts(success=1063, fail=13435), uptime=7.0%), ora_UK=EndpointServerData(ping=3868, connections=ConnectionAttempts(success=738, fail=13765), uptime=5.0%), ora_JP=EndpointServerData(ping=4544, connections=ConnectionAttempts(success=1139, fail=13337), uptime=7.0%), ms_HK=EndpointServerData(ping=3782, connections=ConnectionAttempts(success=1082, fail=13433), uptime=7.0%))",,"2022-11-02 00:01:56.0","2022-11-02 00:07:23.0",,,
93.105.40.62,51327,,,"[ProtocolDataType(type=socks4, port=51327, tls=true, autoRead=[false]), ProtocolDataType(type=http, port=41258, tls=true, autoRead=[false]), ProtocolDataType(type=https, port=41258, tls=true, autoRead=[false])]",,true,"Vectra S.A.",Poland,PL,54.40959930419922,18.589799880981445,AS29314,"PerformanceConnectData(aws_NA=EndpointServerData(ping=3016, connections=ConnectionAttempts(success=1837, fail=19730), uptime=8.0%), ora_UK=EndpointServerData(ping=176, connections=ConnectionAttempts(success=1245, fail=20308), uptime=5.0%), ora_JP=EndpointServerData(ping=620, connections=ConnectionAttempts(success=1924, fail=19586), uptime=8.0%), ms_HK=EndpointServerData(ping=2630, connections=ConnectionAttempts(success=1466, fail=20081), uptime=6.0%))",,"2022-11-01 23:59:15.0","2022-11-02 00:07:38.0",,,
93.105.171.128,4153,,,"[ProtocolDataType(type=socks4, port=4153, tls=true, autoRead=[false])]",,true,"Core Net. Broadband",Poland,PL,53.17300033569336,22.073699951171875,AS29314,"PerformanceConnectData(aws_NA=EndpointServerData(ping=339, connections=ConnectionAttempts(success=296, fail=6987), uptime=4.0%), ora_UK=EndpointServerData(ping=181, connections=ConnectionAttempts(success=225, fail=7046), uptime=3.0%), ora_JP=EndpointServerData(ping=611, connections=ConnectionAttempts(success=332, fail=6935), uptime=4.0%), ms_HK=EndpointServerData(ping=767, connections=ConnectionAttempts(success=163, fail=7115), uptime=2.0%))",,"2022-11-01 23:55:58.0","2022-11-02 00:07:38.0",,,
93.105.171.133,4153,,,"[ProtocolDataType(type=socks4, port=4153, tls=true, autoRead=[false])]",,true,"Core Net. Broadband",Poland,PL,53.17300033569336,22.073699951171875,AS29314,"PerformanceConnectData(aws_NA=EndpointServerData(ping=359, connections=ConnectionAttempts(success=305, fail=6982), uptime=4.0%), ora_UK=EndpointServerData(ping=176, connections=ConnectionAttempts(success=221, fail=7048), uptime=3.0%), ora_JP=EndpointServerData(ping=622, connections=ConnectionAttempts(success=362, fail=6917), uptime=4.0%), ms_HK=EndpointServerData(ping=512, connections=ConnectionAttempts(success=180, fail=7095), uptime=2.0%))",,"2022-11-01 23:57:42.0","2022-11-02 00:06:53.0",,,
93.105.171.249,4153,,,"[ProtocolDataType(type=socks4, port=4153, tls=true, autoRead=[false])]",,true,"Core Net. Broadband",Poland,PL,53.17300033569336,22.073699951171875,AS29314,"PerformanceConnectData(aws_NA=EndpointServerData(ping=364, connections=ConnectionAttempts(success=297, fail=6976), uptime=4.0%), ora_UK=EndpointServerData(ping=172, connections=ConnectionAttempts(success=221, fail=7049), uptime=3.0%), ora_JP=EndpointServerData(ping=606, connections=ConnectionAttempts(success=341, fail=6918), uptime=4.0%), ms_HK=EndpointServerData(ping=514, connections=ConnectionAttempts(success=153, fail=7135), uptime=2.0%))",,"2022-11-01 23:53:24.0","2022-11-02 00:02:53.0",,,
93.116.57.4,4153,,,"[ProtocolDataType(type=socks4, port=4153, tls=true, autoRead=[false])]",,true,"JSC Moldtelecom S.A.",Moldova,MD,47.20610046386719,27.790700912475586,AS8926,"PerformanceConnectData(aws_NA=EndpointServerData(ping=385, connections=ConnectionAttempts(success=152, fail=7121), uptime=2.0%), ora_UK=EndpointServerData(ping=249, connections=ConnectionAttempts(success=92, fail=7194), uptime=1.0%), ora_JP=EndpointServerData(ping=689, connections=ConnectionAttempts(success=213, fail=7058), uptime=2.0%), ms_HK=EndpointServerData(ping=586, connections=ConnectionAttempts(success=100, fail=7183), uptime=1.0%))",,"2022-11-01 23:58:26.0","2022-11-02 00:07:23.0",,,
93.117.72.27,55770,,,"[ProtocolDataType(type=socks4, port=55770, tls=true, autoRead=[false])]",,true,"JSC Moldtelecom S.A.",Moldova,MD,47.1348991394043,28.88159942626953,AS8926,"PerformanceConnectData(aws_NA=EndpointServerData(ping=401, connections=ConnectionAttempts(success=860, fail=6407), uptime=11.0%), ora_UK=EndpointServerData(ping=232, connections=ConnectionAttempts(success=8, fail=7258), uptime=0.0%), ora_JP=EndpointServerData(ping=664, connections=ConnectionAttempts(success=980, fail=6259), uptime=13.0%), ms_HK=EndpointServerData(ping=569, connections=ConnectionAttempts(success=199, fail=7083), uptime=2.0%))",,"2022-11-02 00:07:56.0","2022-11-02 00:08:07.0",,,
93.145.17.218,8080,,,"[ProtocolDataType(type=https, port=8080, tls=true, autoRead=[false]), ProtocolDataType(type=http, port=8080, tls=true, autoRead=[false])]",,true,Vodafone,Italy,IT,41.89039993286133,12.51259994506836,AS30722,"PerformanceConnectData(aws_NA=EndpointServerData(ping=1905, connections=ConnectionAttempts(success=816, fail=13613), uptime=5.0%), ora_UK=EndpointServerData(ping=1979, connections=ConnectionAttempts(success=600, fail=13792), uptime=4.0%), ora_JP=EndpointServerData(ping=7369, connections=ConnectionAttempts(success=844, fail=13571), uptime=5.0%), ms_HK=EndpointServerData(ping=3896, connections=ConnectionAttempts(success=848, fail=13531), uptime=5.0%))",,"2022-11-01 23:55:41.0","2022-11-02 00:07:23.0",,,
93.153.95.186,56603,,,"[ProtocolDataType(type=http, port=56603, tls=true, autoRead=[false]), ProtocolDataType(type=https, port=56603, tls=true, autoRead=[false]), ProtocolDataType(type=socks4, port=39712, tls=true, autoRead=[false])]",,true,"T Mobile Czech xDSL",Czechia,CZ,49.849098205566406,18.26959991455078,AS13036,"PerformanceConnectData(aws_NA=EndpointServerData(ping=6642, connections=ConnectionAttempts(success=960, fail=20534), uptime=4.0%), ora_UK=EndpointServerData(ping=4303, connections=ConnectionAttempts(success=845, fail=20674), uptime=3.0%), ora_JP=EndpointServerData(ping=636, connections=ConnectionAttempts(success=756, fail=20710), uptime=3.0%), ms_HK=EndpointServerData(ping=10829, connections=ConnectionAttempts(success=804, fail=20692), uptime=3.0%))",,"2022-11-01 23:54:28.0","2022-11-02 00:06:38.0",,,
93.157.163.66,35081,,,"[ProtocolDataType(type=https, port=35081, tls=true, autoRead=[false]), ProtocolDataType(type=http, port=35081, tls=true, autoRead=[false])]",,true,"Powernet Ltd",Russia,RU,55.73860168457031,37.6068000793457,AS47844,"PerformanceConnectData(aws_NA=EndpointServerData(ping=3953, connections=ConnectionAttempts(success=1321, fail=13199), uptime=9.0%), ora_UK=EndpointServerData(ping=1555, connections=ConnectionAttempts(success=941, fail=13584), uptime=6.0%), ora_JP=EndpointServerData(ping=6018, connections=ConnectionAttempts(success=1292, fail=13227), uptime=8.0%), ms_HK=EndpointServerData(ping=4219, connections=ConnectionAttempts(success=1284, fail=13254), uptime=8.0%))",,"2022-11-02 00:06:01.0","2022-11-02 00:07:38.0",,,
93.175.194.155,3629,,,"[ProtocolDataType(type=socks4, port=3629, tls=true, autoRead=[false])]",,true,"Discovery Ltd",Ukraine,UA,48.91709899902344,24.71579933166504,AS47702,"PerformanceConnectData(aws_NA=EndpointServerData(ping=363, connections=ConnectionAttempts(success=741, fail=6566), uptime=10.0%), ora_UK=EndpointServerData(ping=192, connections=ConnectionAttempts(success=559, fail=6732), uptime=7.0%), ora_JP=EndpointServerData(ping=618, connections=ConnectionAttempts(success=938, fail=6345), uptime=12.0%), ms_HK=EndpointServerData(ping=525, connections=ConnectionAttempts(success=471, fail=6827), uptime=6.0%))",,"2022-11-01 23:59:51.0","2022-11-02 00:01:08.0",,,
93.177.229.164,9812,,,"[ProtocolDataType(type=http, port=9812, tls=true, autoRead=[false]), ProtocolDataType(type=https, port=9812, tls=true, autoRead=[false])]",,true,,Latvia,LV,56.94960021972656,24.09779930114746,AS20910,"PerformanceConnectData(aws_NA=EndpointServerData(ping=1230, connections=ConnectionAttempts(success=1203, fail=13306), uptime=8.0%), ora_UK=EndpointServerData(ping=2579, connections=ConnectionAttempts(success=851, fail=13665), uptime=5.0%), ora_JP=EndpointServerData(ping=1218, connections=ConnectionAttempts(success=1162, fail=13332), uptime=8.0%), ms_HK=EndpointServerData(ping=1161, connections=ConnectionAttempts(success=1187, fail=13303), uptime=8.0%))",,"2022-11-02 00:00:28.0","2022-11-02 00:07:38.0",,,
93.182.76.244,5678,,,"[ProtocolDataType(type=socks4, port=5678, tls=true, autoRead=[false])]",,true,"Netonline Bilisim Sirketi LTD",Cyprus,CY,35.538700103759766,34.215999603271484,AS44558,"PerformanceConnectData(aws_NA=EndpointServerData(ping=620, connections=ConnectionAttempts(success=895, fail=6397), uptime=12.0%), ora_UK=EndpointServerData(ping=358, connections=ConnectionAttempts(success=571, fail=6712), uptime=7.0%), ora_JP=EndpointServerData(ping=792, connections=ConnectionAttempts(success=1027, fail=6260), uptime=14.0%), ms_HK=EndpointServerData(ping=697, connections=ConnectionAttempts(success=473, fail=6812), uptime=6.0%))",,"2022-11-01 23:51:36.0","2022-11-02 00:07:53.0",,,
94.73.239.124,55443,,,"[ProtocolDataType(type=http, port=55443, tls=true, autoRead=[false]), ProtocolDataType(type=https, port=55443, tls=true, autoRead=[false])]",,true,"Orion Telecom LLC",Russia,RU,56.013301849365234,92.78849792480469,AS31257,"PerformanceConnectData(aws_NA=EndpointServerData(ping=4001, connections=ConnectionAttempts(success=1002, fail=13498), uptime=6.0%), ora_UK=EndpointServerData(ping=2884, connections=ConnectionAttempts(success=709, fail=13789), uptime=4.0%), ora_JP=EndpointServerData(ping=2537, connections=ConnectionAttempts(success=996, fail=13490), uptime=6.0%), ms_HK=EndpointServerData(ping=1591, connections=ConnectionAttempts(success=995, fail=13504), uptime=6.0%))",,"2022-11-02 00:01:57.0","2022-11-02 00:07:23.0",,,
94.75.76.3,8080,,,"[ProtocolDataType(type=http, port=8080, tls=true, autoRead=[false]), ProtocolDataType(type=https, port=8080, tls=true, autoRead=[false])]",,true,"UPC Polska Sp. z o.o",Poland,PL,52.18040084838867,21.04210090637207,AS6830,"PerformanceConnectData(aws_NA=EndpointServerData(ping=1184, connections=ConnectionAttempts(success=933, fail=13480), uptime=6.0%), ora_UK=EndpointServerData(ping=2208, connections=ConnectionAttempts(success=664, fail=13745), uptime=4.0%), ora_JP=EndpointServerData(ping=1802, connections=ConnectionAttempts(success=1002, fail=13426), uptime=6.0%), ms_HK=EndpointServerData(ping=3371, connections=ConnectionAttempts(success=897, fail=13476), uptime=6.0%))",,"2022-11-02 00:06:58.0","2022-11-02 00:07:23.0",,,
94.127.219.99,8080,,,"[ProtocolDataType(type=https, port=8080, tls=true, autoRead=[false]), ProtocolDataType(type=http, port=8080, tls=true, autoRead=[false])]",,true,,Russia,RU,55.74829864501953,37.61709976196289,AS24663,"PerformanceConnectData(aws_NA=EndpointServerData(ping=3612, connections=ConnectionAttempts(success=658, fail=13604), uptime=4.0%), ora_UK=EndpointServerData(ping=894, connections=ConnectionAttempts(success=345, fail=13909), uptime=2.0%), ora_JP=EndpointServerData(ping=5100, connections=ConnectionAttempts(success=612, fail=13644), uptime=4.0%), ms_HK=EndpointServerData(ping=5559, connections=ConnectionAttempts(success=607, fail=13647), uptime=4.0%))",,"2022-11-02 00:08:00.0","2022-11-02 00:08:21.0",,,
94.130.244.179,5566,,,"[ProtocolDataType(type=http, port=5566, tls=true, autoRead=[false]), ProtocolDataType(type=https, port=5566, tls=true, autoRead=[false])]",,true,Hetzner,Germany,DE,49.479698181152344,8.663900375366211,AS24940,"PerformanceConnectData(aws_NA=EndpointServerData(ping=9909, connections=ConnectionAttempts(success=386, fail=12470), uptime=3.0%), ora_UK=EndpointServerData(ping=5747, connections=ConnectionAttempts(success=335, fail=12472), uptime=2.0%), ora_JP=EndpointServerData(ping=8054, connections=ConnectionAttempts(success=483, fail=12379), uptime=3.0%), ms_HK=EndpointServerData(ping=9730, connections=ConnectionAttempts(success=326, fail=12549), uptime=2.0%))",,"2022-11-02 00:05:53.0","2022-11-02 00:07:08.0",,,
94.140.242.221,8080,,,"[ProtocolDataType(type=https, port=8080, tls=true, autoRead=[false]), ProtocolDataType(type=http, port=8080, tls=true, autoRead=[false])]",,true,"CityLink Ltd",Russia,RU,67.55380249023438,33.3828010559082,AS47236,"PerformanceConnectData(aws_NA=EndpointServerData(ping=873, connections=ConnectionAttempts(success=1062, fail=13436), uptime=7.0%), ora_UK=EndpointServerData(ping=12277, connections=ConnectionAttempts(success=691, fail=13816), uptime=4.0%), ora_JP=EndpointServerData(ping=1270, connections=ConnectionAttempts(success=1031, fail=13476), uptime=7.0%), ms_HK=EndpointServerData(ping=1659, connections=ConnectionAttempts(success=1067, fail=13431), uptime=7.0%))",,"2022-11-02 00:01:54.0","2022-11-02 00:07:52.0",,,
94.154.220.93,5678,,,"[ProtocolDataType(type=socks4, port=5678, tls=true, autoRead=[false])]",,false,Delta,Ukraine,UA,50.45800018310547,30.53030014038086,AS48279,"PerformanceConnectData(aws_NA=EndpointServerData(ping=450, connections=ConnectionAttempts(success=11, fail=1936), uptime=0.0%), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=1947), uptime=0%), ora_JP=EndpointServerData(ping=586, connections=ConnectionAttempts(success=76, fail=1870), uptime=3.0%), ms_HK=EndpointServerData(ping=769, connections=ConnectionAttempts(success=11, fail=1939), uptime=0.0%))",,"2022-11-01 23:59:34.0","2022-11-02 00:05:23.0",,,
94.181.48.171,1256,,,"[ProtocolDataType(type=http, port=1256, tls=true, autoRead=[false]), ProtocolDataType(type=https, port=1256, tls=true, autoRead=[false])]",,true,,Russia,RU,55.73860168457031,37.6068000793457,AS21353,"PerformanceConnectData(aws_NA=EndpointServerData(ping=4453, connections=ConnectionAttempts(success=1136, fail=13377), uptime=7.0%), ora_UK=EndpointServerData(ping=6117, connections=ConnectionAttempts(success=822, fail=13684), uptime=5.0%), ora_JP=EndpointServerData(ping=3236, connections=ConnectionAttempts(success=1140, fail=13370), uptime=7.0%), ms_HK=EndpointServerData(ping=1634, connections=ConnectionAttempts(success=1150, fail=13351), uptime=7.0%))",,"2022-11-02 00:05:57.0","2022-11-02 00:07:52.0",,,
94.198.213.252,5678,,,"[ProtocolDataType(type=socks4, port=5678, tls=true, autoRead=[false])]",,true,,Italy,IT,45.721099853515625,9.258299827575684,AS49979,"PerformanceConnectData(aws_NA=EndpointServerData(ping=268, connections=ConnectionAttempts(success=394, fail=6868), uptime=5.0%), ora_UK=EndpointServerData(ping=109, connections=ConnectionAttempts(success=291, fail=6980), uptime=4.0%), ora_JP=EndpointServerData(ping=577, connections=ConnectionAttempts(success=462, fail=6815), uptime=6.0%), ms_HK=EndpointServerData(ping=435, connections=ConnectionAttempts(success=240, fail=7031), uptime=3.0%))",,"2022-11-01 23:56:55.0","2022-11-01 23:59:53.0",,,
94.232.11.178,46449,,,"[ProtocolDataType(type=http, port=46449, tls=true, autoRead=[false]), ProtocolDataType(type=https, port=46449, tls=true, autoRead=[false]), ProtocolDataType(type=socks4, port=58028, tls=true, autoRead=[false])]",,true,"Net By Net Holding LLC",Russia,RU,55.73860168457031,37.6068000793457,AS12714,"PerformanceConnectData(aws_NA=EndpointServerData(ping=3547, connections=ConnectionAttempts(success=2119, fail=19370), uptime=9.0%), ora_UK=EndpointServerData(ping=3276, connections=ConnectionAttempts(success=1505, fail=19970), uptime=7.0%), ora_JP=EndpointServerData(ping=740, connections=ConnectionAttempts(success=2366, fail=19164), uptime=10.0%), ms_HK=EndpointServerData(ping=1616, connections=ConnectionAttempts(success=1708, fail=19791), uptime=7.0%))",,"2022-11-01 23:57:33.0","2022-11-02 00:07:53.0",,,
94.244.28.246,31280,,,"[ProtocolDataType(type=https, port=31280, tls=true, autoRead=[false]), ProtocolDataType(type=http, port=31280, tls=true, autoRead=[false])]",,false,Rusanovka,Ukraine,UA,50.45800018310547,30.53030014038086,AS48278,"PerformanceConnectData(aws_NA=EndpointServerData(ping=5334, connections=ConnectionAttempts(success=1034, fail=13485), uptime=7.0%), ora_UK=EndpointServerData(ping=7648, connections=ConnectionAttempts(success=680, fail=13837), uptime=4.0%), ora_JP=EndpointServerData(ping=5753, connections=ConnectionAttempts(success=1032, fail=13474), uptime=7.0%), ms_HK=EndpointServerData(ping=5369, connections=ConnectionAttempts(success=1090, fail=13413), uptime=7.0%))",,"2022-11-02 00:03:22.0","2022-11-02 00:06:53.0",,,
94.247.241.70,53640,,,"[ProtocolDataType(type=http, port=53640, tls=true, autoRead=[false]), ProtocolDataType(type=https, port=53640, tls=true, autoRead=[false]), ProtocolDataType(type=socks4, port=51006, tls=true, autoRead=[false])]",,true,"CJSC ER-Telecom Holding Saint-Petersburg branch    country:         RU",Russia,RU,59.89830017089844,30.26180076599121,AS48532,"PerformanceConnectData(aws_NA=EndpointServerData(ping=3443, connections=ConnectionAttempts(success=3708, fail=18003), uptime=17.0%), ora_UK=EndpointServerData(ping=4127, connections=ConnectionAttempts(success=2183, fail=19536), uptime=10.0%), ora_JP=EndpointServerData(ping=3459, connections=ConnectionAttempts(success=3780, fail=17927), uptime=17.0%), ms_HK=EndpointServerData(ping=655, connections=ConnectionAttempts(success=3376, fail=18344), uptime=15.0%))",,"2022-11-02 00:01:59.0","2022-11-02 00:07:52.0",,,
94.253.95.241,3629,,,"[ProtocolDataType(type=socks4, port=3629, tls=true, autoRead=[false])]",,true,,Russia,RU,55.971099853515625,37.917701721191406,AS48149,"PerformanceConnectData(aws_NA=EndpointServerData(ping=360, connections=ConnectionAttempts(success=2531, fail=4741), uptime=34.0%), ora_UK=EndpointServerData(ping=9736, connections=ConnectionAttempts(success=1637, fail=5610), uptime=22.0%), ora_JP=EndpointServerData(ping=489, connections=ConnectionAttempts(success=2757, fail=4481), uptime=38.0%), ms_HK=EndpointServerData(ping=545, connections=ConnectionAttempts(success=1405, fail=5850), uptime=19.0%))",,"2022-11-01 23:58:19.0","2022-11-02 00:06:23.0",,,
95.0.7.16,8080,,,"[ProtocolDataType(type=http, port=8080, tls=true, autoRead=[false]), ProtocolDataType(type=https, port=8080, tls=true, autoRead=[false])]",,true,"Alpnet Telekomunikasyon Ithalat",Turkey,TR,37.79140090942383,37.91460037231445,AS9121,"PerformanceConnectData(aws_NA=EndpointServerData(ping=6367, connections=ConnectionAttempts(success=608, fail=13885), uptime=4.0%), ora_UK=EndpointServerData(ping=6694, connections=ConnectionAttempts(success=466, fail=14034), uptime=3.0%), ora_JP=EndpointServerData(ping=4279, connections=ConnectionAttempts(success=544, fail=13948), uptime=3.0%), ms_HK=EndpointServerData(ping=2270, connections=ConnectionAttempts(success=549, fail=13945), uptime=3.0%))",,"2022-11-01 23:57:31.0","2022-11-02 00:07:38.0",,,
95.0.66.86,8080,,,"[ProtocolDataType(type=http, port=8080, tls=true, autoRead=[false]), ProtocolDataType(type=https, port=8080, tls=true, autoRead=[false])]",,true,"Hatnet Bilgi Iletisim Teknolojileri",Turkey,TR,36.207298278808594,36.16189956665039,AS9121,"PerformanceConnectData(aws_NA=EndpointServerData(ping=2880, connections=ConnectionAttempts(success=941, fail=13509), uptime=6.0%), ora_UK=EndpointServerData(ping=1351, connections=ConnectionAttempts(success=631, fail=13806), uptime=4.0%), ora_JP=EndpointServerData(ping=5846, connections=ConnectionAttempts(success=982, fail=13438), uptime=6.0%), ms_HK=EndpointServerData(ping=2557, connections=ConnectionAttempts(success=952, fail=13534), uptime=6.0%))",,"2022-11-02 00:05:36.0","2022-11-02 00:08:07.0",,,
95.9.194.13,30436,,,"[ProtocolDataType(type=socks4, port=30436, tls=true, autoRead=[false])]",,true,TurkTelekom,Turkey,TR,38.74829864501953,35.53010177612305,AS9121,"PerformanceConnectData(aws_NA=EndpointServerData(ping=537, connections=ConnectionAttempts(success=916, fail=6319), uptime=12.0%), ora_UK=EndpointServerData(ping=327, connections=ConnectionAttempts(success=582, fail=6677), uptime=8.0%), ora_JP=EndpointServerData(ping=816, connections=ConnectionAttempts(success=1115, fail=6143), uptime=15.0%), ms_HK=EndpointServerData(ping=654, connections=ConnectionAttempts(success=516, fail=6735), uptime=7.0%))",,"2022-11-02 00:05:39.0","2022-11-02 00:05:52.0",,,
95.31.5.29,51528,,,"[ProtocolDataType(type=socks4, port=51528, tls=true, autoRead=[false]), ProtocolDataType(type=https, port=54651, tls=true, autoRead=[false]), ProtocolDataType(type=http, port=54651, tls=true, autoRead=[false])]",,true,,Russia,RU,55.74829864501953,37.61709976196289,AS8402,"PerformanceConnectData(aws_NA=EndpointServerData(ping=1384, connections=ConnectionAttempts(success=2045, fail=18471), uptime=9.0%), ora_UK=EndpointServerData(ping=241, connections=ConnectionAttempts(success=1405, fail=19019), uptime=6.0%), ora_JP=EndpointServerData(ping=702, connections=ConnectionAttempts(success=2265, fail=18163), uptime=11.0%), ms_HK=EndpointServerData(ping=1879, connections=ConnectionAttempts(success=1521, fail=18908), uptime=7.0%))",,"2022-11-01 23:56:46.0","2022-11-02 00:06:08.0",,,
95.43.125.120,4153,,,"[ProtocolDataType(type=socks4, port=4153, tls=true, autoRead=[false])]",,true,"SprintNET Ltd.",Bulgaria,BG,42.603599548339844,25.198200225830078,AS8866,"PerformanceConnectData(aws_NA=EndpointServerData(ping=362, connections=ConnectionAttempts(success=703, fail=6643), uptime=9.0%), ora_UK=EndpointServerData(ping=198, connections=ConnectionAttempts(success=447, fail=6891), uptime=6.0%), ora_JP=EndpointServerData(ping=655, connections=ConnectionAttempts(success=850, fail=6495), uptime=11.0%), ms_HK=EndpointServerData(ping=511, connections=ConnectionAttempts(success=403, fail=6934), uptime=5.0%))",,"2022-11-02 00:02:12.0","2022-11-02 00:06:08.0",,,
95.64.144.66,1080,,,"[ProtocolDataType(type=socks4, port=1080, tls=true, autoRead=[false])]",,true,"Customers P2P 2022 00 WAN",Russia,RU,55.74829864501953,37.61709976196289,AS8359,"PerformanceConnectData(aws_NA=EndpointServerData(ping=383, connections=ConnectionAttempts(success=879, fail=6436), uptime=12.0%), ora_UK=EndpointServerData(ping=214, connections=ConnectionAttempts(success=606, fail=6679), uptime=8.0%), ora_JP=EndpointServerData(ping=676, connections=ConnectionAttempts(success=964, fail=6343), uptime=13.0%), ms_HK=EndpointServerData(ping=541, connections=ConnectionAttempts(success=493, fail=6816), uptime=6.0%))",,"2022-11-02 00:06:39.0","2022-11-02 00:06:53.0",,,
95.107.172.29,8080,,,"[ProtocolDataType(type=https, port=8080, tls=true, autoRead=[false]), ProtocolDataType(type=http, port=8080, tls=true, autoRead=[false])]",,false,"""Albanian Satellite Communications"" sh.p.k.",Albania,AL,41.0,20.0,AS47394,"PerformanceConnectData(aws_NA=EndpointServerData(ping=5364, connections=ConnectionAttempts(success=689, fail=11788), uptime=5.0%), ora_UK=EndpointServerData(ping=1833, connections=ConnectionAttempts(success=492, fail=11944), uptime=3.0%), ora_JP=EndpointServerData(ping=2778, connections=ConnectionAttempts(success=696, fail=11775), uptime=5.0%), ms_HK=EndpointServerData(ping=1923, connections=ConnectionAttempts(success=702, fail=11739), uptime=5.0%))",,"2022-11-01 23:53:16.0","2022-11-02 00:06:23.0",,,
95.111.91.50,10801,,,"[ProtocolDataType(type=socks4, port=10801, tls=true, autoRead=[false])]",,true,,Bulgaria,BG,42.695098876953125,23.325000762939453,AS35141,"PerformanceConnectData(aws_NA=EndpointServerData(ping=565, connections=ConnectionAttempts(success=618, fail=6661), uptime=8.0%), ora_UK=EndpointServerData(ping=4186, connections=ConnectionAttempts(success=428, fail=6846), uptime=5.0%), ora_JP=EndpointServerData(ping=683, connections=ConnectionAttempts(success=723, fail=6560), uptime=9.0%), ms_HK=EndpointServerData(ping=860, connections=ConnectionAttempts(success=390, fail=6911), uptime=5.0%))",,"2022-11-02 00:07:24.0","2022-11-02 00:07:38.0",,,
95.111.233.170,3000,,,"[ProtocolDataType(type=socks5, port=3000, tls=false, autoRead=[false]), ProtocolDataType(type=socks4, port=3000, tls=false, autoRead=[false])]",,true,"Contabo GmbH",Germany,DE,49.404998779296875,11.161700248718262,AS51167,"PerformanceConnectData(aws_NA=EndpointServerData(ping=21, connections=ConnectionAttempts(success=5814, fail=8737), uptime=39.0%), ora_UK=EndpointServerData(ping=25, connections=ConnectionAttempts(success=5850, fail=8693), uptime=40.0%), ora_JP=EndpointServerData(ping=21, connections=ConnectionAttempts(success=5794, fail=8787), uptime=39.0%), ms_HK=EndpointServerData(ping=25, connections=ConnectionAttempts(success=5755, fail=8803), uptime=39.0%))",,"2022-11-02 00:07:28.0","2022-11-02 00:07:38.0",,,
